"Country","Year","Respondent","UrbanRural","Age","EconomicSituation","LivingConditions","Interest","Religion","TaxMorale","TrustPresident","TrustParliament","TrustCourts","CorruptionPresident","CorruptionParliament","CorruptionOfficials","CorruptionCouncilors","CorruptionTax","Gender","AvoidHowOften","TrustTax","SelfEmployedTax","AvoidReason","EconomicPolicies","LocalGvtTaxes","Enforce1","Enforce2","CorruptionOfficialsLocal","CorruptionOfficialsNational"
"Benin",2005,"BEN0195_2005",1,42,1,1,2,3,1,1,2,1,4,4,NA,4,4,2,NA,NA,NA,NA,4,9,1,4,4,4
"Benin",2005,"BEN0198_2005",2,26,1,1,4,4,1,1,1,1,4,4,NA,4,4,1,NA,NA,NA,NA,4,9,1,4,4,4
"Benin",2005,"BEN0200_2005",2,39,1,1,4,1,1,1,2,1,3,3,NA,3,3,1,NA,NA,NA,NA,4,9,1,4,3,3
"Benin",2005,"BEN0202_2005",1,66,1,1,1,3,1,2,2,4,4,3,NA,4,4,1,NA,NA,NA,NA,4,1,1,4,2,4
"Benin",2005,"BEN0204_2005",1,20,1,3,2,3,5,4,4,4,2,2,NA,2,4,1,NA,NA,NA,NA,4,9,1,4,2,1
"Benin",2005,"BEN0205_2005",1,48,2,2,1,3,5,4,2,2,4,4,NA,4,4,2,NA,NA,NA,NA,4,3,3,4,4,4
"Benin",2005,"BEN0208_2005",1,60,1,1,1,1,5,1,1,1,4,4,NA,4,4,1,NA,NA,NA,NA,4,1,1,4,4,4
"Benin",2005,"BEN0209_2005",1,42,1,1,1,3,1,2,2,2,4,4,NA,4,4,2,NA,NA,NA,NA,4,1,2,3,4,4
"Benin",2005,"BEN0249_2005",1,48,2,3,2,3,5,2,2,4,2,3,NA,2,1,1,NA,NA,NA,NA,4,3,2,4,2,4
"Benin",2005,"BEN0263_2005",2,59,1,1,4,3,1,2,2,2,2,2,NA,2,2,1,NA,NA,NA,NA,4,1,4,4,2,2
"Benin",2005,"BEN0269_2005",2,45,1,1,4,3,1,4,4,1,4,2,NA,2,4,1,NA,NA,NA,NA,4,2,4,4,3,2
"Benin",2005,"BEN0271_2005",1,25,1,1,4,3,4,4,4,4,4,4,NA,4,4,1,NA,NA,NA,NA,4,1,4,4,4,4
"Benin",2005,"BEN0279_2005",1,59,1,2,4,3,5,3,3,3,2,2,NA,2,2,1,NA,NA,NA,NA,4,3,4,4,2,2
"Benin",2005,"BEN0287_2005",1,26,2,3,4,1,4,2,2,2,3,3,NA,9,3,1,NA,NA,NA,NA,4,9,1,4,3,3
"Benin",2005,"BEN0306_2005",1,49,2,3,4,1,5,2,2,2,3,3,NA,2,4,1,NA,NA,NA,NA,4,3,2,4,3,3
"Benin",2005,"BEN0314_2005",1,32,2,4,4,3,5,1,2,2,3,3,NA,2,4,1,NA,NA,NA,NA,4,3,2,3,3,3
"Benin",2005,"BEN0325_2005",1,31,2,3,3,1,5,2,2,2,3,3,NA,3,3,1,NA,NA,NA,NA,4,2,1,4,3,3
"Benin",2005,"BEN0326_2005",1,30,1,1,3,1,4,4,2,2,3,3,NA,3,3,1,NA,NA,NA,NA,4,1,1,4,3,3
"Benin",2005,"BEN0330_2005",1,47,1,1,4,1,4,1,1,1,4,4,NA,4,4,1,NA,NA,NA,NA,4,2,1,4,4,4
"Benin",2005,"BEN0334_2005",1,49,1,1,3,2,5,1,1,1,2,4,NA,4,4,1,NA,NA,NA,NA,4,3,1,4,4,4
"Benin",2005,"BEN0335_2005",1,76,2,2,1,4,3,1,1,1,2,2,NA,2,4,1,NA,NA,NA,NA,1,3,1,4,2,2
"Benin",2005,"BEN0338_2005",1,45,2,4,4,1,1,1,1,2,4,2,NA,9,4,1,NA,NA,NA,NA,1,3,1,4,4,4
"Benin",2005,"BEN0339_2005",1,34,2,1,2,2,3,2,1,1,3,2,NA,1,4,2,NA,NA,NA,NA,1,4,1,4,3,2
"Benin",2005,"BEN0341_2005",1,26,3,4,3,2,1,NA,4,2,2,2,NA,2,2,1,NA,NA,NA,NA,4,9,2,4,2,NA
"Benin",2005,"BEN0342_2005",1,35,5,5,3,3,1,1,1,1,4,4,NA,4,4,2,NA,NA,NA,NA,1,3,1,4,4,4
"Benin",2005,"BEN0344_2005",1,25,1,3,1,1,5,1,1,2,3,3,NA,9,3,2,NA,NA,NA,NA,1,4,1,4,3,NA
"Benin",2005,"BEN0347_2005",1,22,1,1,3,2,1,1,1,1,4,4,NA,4,4,2,NA,NA,NA,NA,4,3,1,4,4,4
"Benin",2005,"BEN0348_2005",1,30,1,1,3,1,1,1,2,1,4,4,NA,3,4,1,NA,NA,NA,NA,1,3,1,4,4,4
"Benin",2005,"BEN0350_2005",1,26,1,1,4,1,1,1,1,1,4,3,NA,3,4,1,NA,NA,NA,NA,1,3,1,4,4,3
"Benin",2005,"BEN0353_2005",1,24,2,2,3,1,1,1,1,NA,2,2,NA,9,4,2,NA,NA,NA,NA,1,1,1,4,2,NA
"Benin",2005,"BEN0354_2005",1,26,5,5,4,1,1,1,1,1,4,4,NA,4,4,1,NA,NA,NA,NA,1,4,1,4,4,4
"Benin",2005,"BEN0355_2005",1,19,1,1,4,2,4,1,1,2,4,4,NA,4,4,2,NA,NA,NA,NA,1,3,1,4,4,3
"Benin",2005,"BEN0356_2005",1,60,1,1,4,3,1,1,1,1,4,4,NA,4,4,2,NA,NA,NA,NA,4,1,1,4,4,4
"Benin",2005,"BEN0358_2005",1,20,3,3,3,1,1,2,1,1,2,2,NA,9,4,1,NA,NA,NA,NA,4,3,1,4,3,4
"Benin",2005,"BEN0363_2005",1,38,2,2,3,1,4,2,1,1,4,4,NA,4,4,2,NA,NA,NA,NA,1,2,1,4,4,4
"Benin",2005,"BEN0366_2005",1,32,1,1,2,1,3,1,1,1,3,3,NA,2,4,1,NA,NA,NA,NA,1,2,1,4,4,2
"Benin",2005,"BEN0369_2005",1,42,2,2,4,2,4,2,2,2,4,3,NA,2,4,1,NA,NA,NA,NA,4,2,1,4,4,3
"Benin",2005,"BEN0370_2005",1,18,1,1,3,2,5,1,1,1,4,4,NA,4,4,2,NA,NA,NA,NA,3,2,1,4,4,3
"Benin",2005,"BEN0371_2005",1,28,1,1,3,1,4,1,1,2,4,4,NA,4,4,1,NA,NA,NA,NA,4,2,1,4,4,4
"Benin",2005,"BEN0373_2005",1,31,5,5,3,1,2,1,1,1,4,4,NA,4,4,2,NA,NA,NA,NA,3,3,1,4,4,3
"Benin",2005,"BEN0374_2005",1,29,2,2,3,1,1,1,1,1,4,4,NA,4,4,1,NA,NA,NA,NA,3,3,1,4,4,4
"Benin",2005,"BEN0375_2005",1,30,1,1,4,1,5,NA,NA,2,4,4,NA,4,4,1,NA,NA,NA,NA,3,2,1,4,4,4
"Benin",2005,"BEN0376_2005",1,48,1,1,4,1,4,1,1,1,4,3,NA,1,4,1,NA,NA,NA,NA,4,2,1,4,4,4
"Benin",2005,"BEN0377_2005",1,32,1,1,2,1,4,1,1,2,4,4,NA,9,4,2,NA,NA,NA,NA,4,2,1,4,4,3
"Benin",2005,"BEN0378_2005",1,26,1,1,3,1,3,2,2,2,3,3,NA,3,4,1,NA,NA,NA,NA,2,3,1,4,4,NA
"Benin",2005,"BEN0380_2005",1,23,2,3,4,2,5,2,2,1,4,4,NA,4,4,1,NA,NA,NA,NA,4,3,1,4,4,4
"Benin",2005,"BEN0383_2005",1,62,1,2,3,1,4,NA,1,1,4,4,NA,4,4,1,NA,NA,NA,NA,4,9,1,4,4,4
"Benin",2005,"BEN0385_2005",1,26,2,2,4,1,4,NA,NA,4,4,4,NA,4,4,1,NA,NA,NA,NA,2,3,1,4,4,4
"Benin",2005,"BEN0389_2005",1,36,3,3,4,1,1,3,1,3,2,2,NA,2,3,1,NA,NA,NA,NA,4,3,1,4,2,2
"Benin",2005,"BEN0390_2005",1,34,1,2,2,1,2,1,1,2,4,4,NA,4,4,2,NA,NA,NA,NA,4,3,1,4,4,4
"Benin",2005,"BEN0395_2005",1,25,2,2,4,2,5,1,2,2,2,2,NA,2,3,1,NA,NA,NA,NA,4,3,1,4,3,2
"Benin",2005,"BEN0396_2005",1,52,1,2,3,1,2,4,1,1,2,3,NA,3,4,1,NA,NA,NA,NA,4,3,1,4,3,3
"Benin",2005,"BEN0405_2005",1,60,2,3,4,1,5,2,3,2,2,2,NA,9,2,2,NA,NA,NA,NA,3,9,1,4,2,2
"Benin",2005,"BEN0408_2005",1,54,1,2,2,3,5,3,4,4,NA,NA,NA,9,NA,1,NA,NA,NA,NA,3,3,1,4,NA,NA
"Benin",2005,"BEN0421_2005",2,35,1,2,4,2,4,2,2,2,4,NA,NA,3,4,1,NA,NA,NA,NA,4,4,1,4,4,4
"Benin",2005,"BEN0422_2005",2,18,2,1,3,3,5,1,1,1,4,3,NA,2,4,1,NA,NA,NA,NA,4,3,1,4,4,4
"Benin",2005,"BEN0431_2005",2,50,1,3,4,4,1,3,4,2,2,1,NA,1,4,1,NA,NA,NA,NA,1,4,1,4,3,2
"Benin",2005,"BEN0434_2005",1,62,1,3,2,4,1,1,1,1,4,4,NA,4,4,1,NA,NA,NA,NA,1,1,1,4,4,3
"Benin",2005,"BEN0457_2005",1,22,3,2,4,2,5,2,2,2,2,3,NA,3,4,1,NA,NA,NA,NA,4,4,1,4,2,2
"Benin",2005,"BEN0468_2005",1,28,3,3,3,3,5,3,3,3,2,2,NA,2,3,2,NA,NA,NA,NA,4,3,3,3,2,2
"Benin",2005,"BEN0469_2005",1,32,1,2,2,3,5,2,2,1,3,4,NA,2,4,2,NA,NA,NA,NA,4,2,1,4,4,4
"Benin",2005,"BEN0470_2005",1,22,2,3,3,2,5,4,3,3,2,2,NA,2,2,1,NA,NA,NA,NA,4,3,2,4,2,2
"Benin",2005,"BEN0505_2005",2,50,4,3,2,4,5,4,2,4,1,2,NA,1,4,1,NA,NA,NA,NA,4,1,1,4,1,1
"Benin",2005,"BEN0542_2005",2,35,3,2,3,3,5,4,3,2,3,3,NA,3,4,1,NA,NA,NA,NA,4,3,1,4,3,3
"Benin",2005,"BEN0550_2005",2,42,1,2,4,4,2,1,1,1,4,4,NA,4,4,1,NA,NA,NA,NA,4,1,1,4,4,4
"Benin",2005,"BEN0561_2005",2,25,4,2,4,3,5,3,3,NA,3,1,NA,3,2,1,NA,NA,NA,NA,4,2,1,4,NA,2
"Benin",2005,"BEN0578_2005",1,23,3,3,3,2,5,3,3,3,NA,NA,NA,2,2,2,NA,NA,NA,NA,4,3,3,4,2,NA
"Benin",2005,"BEN0588_2005",1,19,3,3,3,3,5,4,4,3,NA,NA,NA,2,3,2,NA,NA,NA,NA,4,3,2,4,2,2
"Benin",2005,"BEN0592_2005",1,28,3,3,3,2,5,4,3,2,2,2,NA,2,3,1,NA,NA,NA,NA,4,3,2,4,2,2
"Benin",2005,"BEN0681_2005",1,30,1,1,4,3,2,2,2,2,2,2,NA,2,2,1,NA,NA,NA,NA,4,9,NA,9,2,2
"Benin",2005,"BEN0725_2005",2,35,1,1,1,3,1,2,2,2,3,3,NA,3,3,1,NA,NA,NA,NA,4,9,4,4,3,3
"Benin",2005,"BEN0805_2005",1,46,1,1,2,2,4,3,3,3,3,3,NA,3,3,1,NA,NA,NA,NA,3,2,3,3,3,3
"Benin",2005,"BEN0808_2005",2,42,1,1,4,3,3,4,3,3,3,3,NA,3,3,1,NA,NA,NA,NA,3,1,2,2,3,3
"Benin",2005,"BEN0838_2005",1,40,2,3,1,4,1,1,1,4,4,4,NA,4,4,2,NA,NA,NA,NA,4,9,1,4,4,4
"Benin",2005,"BEN0921_2005",1,41,2,2,3,3,1,3,1,3,3,3,NA,3,4,1,NA,NA,NA,NA,4,3,1,4,3,3
"Benin",2005,"BEN0931_2005",1,44,1,2,3,3,4,1,1,1,4,4,NA,4,4,1,NA,NA,NA,NA,4,3,2,4,4,4
"Benin",2005,"BEN0950_2005",1,34,2,2,3,4,5,2,2,2,3,3,NA,3,4,2,NA,NA,NA,NA,4,4,2,4,3,4
"Benin",2005,"BEN0952_2005",2,35,1,1,4,3,4,3,2,2,4,4,NA,4,4,1,NA,NA,NA,NA,4,3,4,1,4,4
"Benin",2005,"BEN0970_2005",1,30,3,4,4,2,4,2,2,3,2,2,NA,2,2,1,NA,NA,NA,NA,4,3,1,3,2,2
"Benin",2005,"BEN1040_2005",1,63,1,2,4,3,5,2,2,2,2,1,NA,2,2,1,NA,NA,NA,NA,3,3,2,3,2,NA
"Benin",2005,"BEN1048_2005",1,43,3,4,3,2,4,3,1,1,2,3,NA,3,1,2,NA,NA,NA,NA,4,2,2,4,3,NA
"Benin",2005,"BEN1162_2005",2,53,2,4,4,1,2,4,4,2,NA,NA,NA,3,4,1,NA,NA,NA,NA,4,2,4,4,NA,NA
"Benin",2005,"BEN1165_2005",1,36,2,1,3,1,1,2,1,1,4,4,NA,4,4,2,NA,NA,NA,NA,4,9,1,4,4,4
"Benin",2005,"BEN1195_2005",1,28,2,2,2,3,5,4,3,3,2,3,NA,3,4,1,NA,NA,NA,NA,4,9,3,1,3,NA
"Benin",2005,"BEN0100_2005",2,39,2,2,3,3,4,2,2,3,2,2,NA,3,3,1,NA,NA,NA,NA,3,3,3,3,2,2
"Benin",2005,"BEN0111_2005",1,32,2,2,3,3,3,2,2,3,3,3,NA,3,2,2,NA,NA,NA,NA,2,3,1,3,3,3
"Benin",2005,"BEN0278_2005",1,32,2,1,4,3,4,1,1,1,4,4,NA,4,4,2,NA,NA,NA,NA,4,1,4,4,4,4
"Benin",2005,"BEN0292_2005",1,24,2,3,4,1,5,1,1,3,NA,NA,NA,9,NA,1,NA,NA,NA,NA,4,9,1,4,NA,NA
"Benin",2005,"BEN0293_2005",1,21,1,3,4,1,5,2,1,2,3,3,NA,3,4,1,NA,NA,NA,NA,4,9,1,4,4,4
"Benin",2005,"BEN0304_2005",1,18,2,2,4,3,5,1,1,2,3,2,NA,2,4,1,NA,NA,NA,NA,4,3,1,4,4,2
"Benin",2005,"BEN0842_2005",2,18,1,1,3,1,NA,4,NA,NA,4,4,NA,4,4,1,NA,NA,NA,NA,4,1,NA,4,4,4
"Benin",2005,"BEN0160_2005",2,30,1,1,2,1,1,4,2,2,2,4,NA,2,4,1,NA,NA,NA,NA,4,1,1,4,2,4
"Benin",2005,"BEN0230_2005",2,30,1,1,4,2,1,4,4,4,4,4,NA,2,4,2,NA,NA,NA,NA,4,1,2,4,4,4
"Benin",2005,"BEN0238_2005",2,35,2,1,4,3,1,4,4,4,4,4,NA,4,4,2,NA,NA,NA,NA,4,2,4,4,4,4
"Benin",2005,"BEN1026_2005",2,37,4,3,4,3,5,4,4,4,2,3,NA,3,3,1,NA,NA,NA,NA,NA,9,3,3,3,3
"Benin",2005,"BEN0411_2005",2,35,2,3,3,3,5,4,1,NA,NA,NA,NA,9,4,2,NA,NA,NA,NA,4,3,1,4,NA,NA
"Benin",2005,"BEN0309_2005",1,21,2,4,4,1,5,2,1,1,3,3,NA,1,2,1,NA,NA,NA,NA,1,2,1,4,3,NA
"Benin",2005,"BEN0830_2005",2,23,1,1,4,3,4,4,3,1,1,2,NA,2,4,2,NA,NA,NA,NA,4,3,NA,4,2,NA
"Benin",2005,"BEN0850_2005",2,36,1,1,4,1,NA,4,2,1,2,3,NA,3,4,2,NA,NA,NA,NA,4,1,4,4,3,NA
"Benin",2005,"BEN0892_2005",2,62,1,1,3,4,4,3,3,1,4,4,NA,1,4,1,NA,NA,NA,NA,4,3,1,4,4,NA
